"","Alosaalosa","Alosafallax","Anguillaanguilla","Argyrosomusregius","Aristaeomorphafoliacea","Aristeusantennatus","Atherinaboyeri","Auxisrocheirochei","Belonebelone","Boopsboops","Caranxcrysos","Chelidonichthyslucerna","Corisjulis","Coryphaenahippurus","Crangoncrangon","Crystallogobiuslinearis","Dentexdentex","Dentexgibbosus","Dentexmaroccanus","Dicentrarchuslabrax","Diplodusannularis","Diploduscervinus","Diploduspuntazzo","Diplodussargussargus","Diplodusvulgaris","Eledonecirrhosa<0.5","Eledonecirrhosa","Engraulisencrasicolus<0.1","Engraulisencrasicolus","Epinephelusaeneus","Epinephelusmarginatus","Etrumeusteres","Eutriglagurnardus","Galeusmelastomus","Gobiusniger","Halobatrachusdidactylus<0.5","Halobatrachusdidactylus","Illexcoindetii<0.1","Illexcoindetii","Lepidorhombuswhiffiagonis","Lizaaurata","Lizaramada","Lizasaliens","Loligovulgaris","Lophiusbudegassa","Lophiuspiscatorius","Merlangiusmerlangus","Merlucciusmerluccius<0.80","Merlucciusmerluccius","Micromesistiuspoutassou","Mugilcephalus","Mullusbarbatusbarbatus","Mullussurmuletus","Mustelusmustelus","Nephropsnorvegicus","Octopusvulgaris<0.5","Octopusvulgaris","Pagellusacarne","Pagelluserythrinus","Pagruspagrus","Palaemonserratus","Palinuruselephas","Parapenaeuslongirostris","Penaeuskerathurus","Phycisphycis","Platichthysflesusflesus","Pleuronectesplatessa","Pomatomussaltatrix","Pomatoschistusmarmoratus","Pomatoschistusminutus","Rhinobatosrhinobatos","Sardasarda","Sardinapilchardus","Sardinellaaurita","Sauridaundosquamis","Sciaenaumbra","Scomberjaponicus","Scomberscombrus","Scophthalmusmaximus","Scorpaenanotata","Scyliorhinuscanicula","Sepiaofficinalis<0.3","Sepiaofficinalis","Serioladumerili","Serranusatricauda","Soleasolea","Sparusaurata","Sphyraenasphyraena","Sphyraenaviridensis","Spicaramaena","Spicarasmaris","Spondyliosomacantharus","Sprattussprattus","Squillamantis","Stephanolepisdiaspros","Thunnusalalunga","Thunnusthynnus","Trachurusmediterraneus","Trachuruspicturatus","Trachurustrachurus","Trachyrincusscabrus","Triglalyra","Trisopterusluscus","Trisopterusminutus","Upeneusmoluccensis","Xiphiasgladius","Zosterisessorophiocephalus","Zosteuphausiids"
"Engraulisencrasicolus",0.15299463031805,0.156814898057473,0.570894213909994,0.195213675213675,0.274102079395085,0.0472143531633617,0.606708074534162,0.139567156781761,0.634623813002191,0.515733896515312,0.137001799948573,0.730328495034377,0.668623340321454,0.147236842105263,0.796063960639606,0.461703394877904,0.795439739413681,0.787107171635778,0.456998738965952,0.796190476190476,0.145357142857143,0.186635220125786,0.192188919164396,0.199011124845488,0.197349643221203,0.513541076487252,0.513541076487252,0.8,0.8,0.770786516853933,0.619403931515536,0.8,0.768856447688565,0.0410701373825018,0.794728171334432,0,0,0.299718309859155,0.299718309859155,0.50901511203752,0.156814898057473,0.572231985940246,0.626957637997433,0.78330658105939,0.00940315748941086,0.0129617834394904,0.795620437956204,0.528,0.528,0.11068539804172,0.8,0.124910485933504,0.504545454545455,0.152339363693075,0.382940108892922,0.19931682322801,0.19931682322801,0.530832873690017,0.756927949326999,0.796083231334149,0.796217494089835,0,0.553741496598639,0.793857965451056,0.594322789943228,0.79448275862069,0.795876288659794,0.787741935483871,0.789714285714286,0.690056588520614,0.79025974025974,0.8,0.114442350522529,0.790291262135922,0.577401129943503,0.775981524249423,0.0568354665182712,0.8,0.792784667418264,0.795316159250586,0.0982680036463081,0.730375426621161,0.730375426621161,0.0782008032128514,0.528440366972477,0.491595369904378,0.199040767386091,0.154451612903226,0.759493670886076,0.64390243902439,0.156091288974606,0.669041095890411,0.261449942462601,0.476487804878049,0.696221662468514,0.0188059080507593,0.0095218032441542,0.77708830548926,0.216919739696312,0.144824202780049,0,0.115232495991448,0.198104265402844,0.189946140035907,0.519281437125749,0.0252336448598131,0.793347193347193,0.156814898057473
"Epinephelusaeneus",0.075671210243701,0.0914432493177075,0.208065458796026,0.447863247863248,0.0227788279773157,0.0339943342776204,0.0440372670807453,0.0844539897571452,0.0413440467494522,0.300739176346357,0.12260221136539,0.416806722689076,0.377917540181691,0.0852631578947368,0.512669126691267,0.213936867182847,0.450162866449511,0.446091861402095,0.346027742749054,0.506666666666667,0.211607142857143,0.420754716981132,0.418528610354223,0.512237330037083,0.446890927624873,0.288271954674221,0.288271954674221,0.449467649467649,0.449467649467649,0.8,0.360177552314521,0.484848484848485,0.430170316301703,0.0150397686189443,0.313838550247117,0,0,0.109859154929577,0.109859154929577,0.296821261073476,0.0571520308235672,0.20796719390744,0.227535301668806,0.442375601926164,0.109664998074702,0.151167728237792,0.467883211678832,0.272,0.272,0.0544912728820775,0.318024263431542,0.291355498721228,0.294214876033058,0.353836556456644,0.21524500907441,0.460461144321093,0.460461144321093,0.303143960286817,0.430720506730008,0.494492044063647,0.359338061465721,0,0.0403628117913832,0.549712092130518,0.291970802919708,0.521379310344828,0.519587628865979,0.444516129032258,0.285714285714286,0.234842360549717,0.447402597402597,0.478141499472017,0.0811375706698647,0.445954692556634,0.448587570621469,0.436027713625866,0.0378408458542015,0.454794520547945,0.489740698985344,0.467447306791569,0.230446672743847,0.389078498293515,0.194539249146758,0.0454939759036145,0.256880733944954,0.286663311524912,0.508393285371703,0.0908387096774194,0.286708860759494,0.373895847066579,0.0906460945033751,0.387945205479452,0.14614499424626,0.277853658536585,0.477581863979849,0.0196380278760141,0.00977459448072467,0.440413683373111,0.127114967462039,0.082681929681112,0,0.251843933725281,0.369668246445498,0.270017953321364,0.417724550898204,0.0274143302180685,0.0708939708939709,0.0914432493177075
"Epinephelusmarginatus",0.187360594795539,0.202536522716327,0.735943892460549,0.8,0.0465028355387524,0.022710103871577,0.466459627329193,0.186089542375681,0.477720964207451,0.66610348468849,0.175469272306506,0.79816653934301,0.789937106918239,0.192631578947368,0.8,0.625610482430018,0.8,0.8,0.389029003783102,0.8,0.745238095238095,0.8,0.8,0.8,0.8,0.420963172804533,0.420963172804533,0.8,0.8,0.797752808988764,0.8,0.8,0.8,0.0462762111352133,0.5,0,0,0.0624647887323944,0.0624647887323944,0.410891089108911,0.202536522716327,0.451083772700644,0.475609756097561,0.8,0.242895648825568,0.334819532908705,0.8,0.597894736842105,0.597894736842105,0.151894423158791,0.5,0.645319693094629,0.651652892561984,0.769058016219588,0.302858439201452,0.8,0.8,0.666740209597352,0.8,0.8,0.8,0,0.0892857142857143,0.8,0.703325223033252,0.8,0.8,0.8,0.796571428571429,0.787712206952304,0.8,0.8,0.162960424875792,0.8,0.768361581920904,0.79445727482679,0.109664255240215,0.8,0.8,0.8,0.651959890610757,0.8,0.4,0.101076305220884,0.622385321100917,0.634927025666834,0.8,0.200387096774194,0.784810126582279,0.784179301252472,0.201864352298296,0.8,0.32819332566168,0.615414634146342,0.794962216624685,0.0301227376742251,0.0133136717927112,0.8,0.370932754880694,0.191398201144726,0,0.383217530732229,0.8,0.8,0.716646706586826,0.0753894080996885,0.5,0.202536522716327
"Etrumeusteres",0.0373399421726559,0.0211912024401991,0.0771478667445938,0.112820512820513,0.00552930056710775,0.00533522190745987,0.0819875776397516,0.0208822071699983,0.0736303871439007,0.0696937697993664,0.0325019285163281,0.0588235294117647,0.0922431865828092,0.0197368421052632,0.162361623616236,0.0595592614651578,0.107491856677524,0.0132957292506044,0.0100882723833544,0.157142857142857,0.0785714285714286,0.10377358490566,0.119891008174387,0.163164400494438,0.134556574923547,0.00679886685552408,0.00679886685552408,0.108108108108108,0.108108108108108,0.112359550561798,0.0837032339885859,0.8,0.0624493106244931,0.0081706435285611,0.217462932454695,0,0,0.00795774647887324,0.00795774647887324,0.00859822824387702,0.0211912024401991,0.0773286467486819,0.0847240051347882,0.0662118780096308,0.0254139391605699,0.035031847133758,0.0752737226277372,0.0636842105263158,0.0636842105263158,0.0240527884206045,0.22738301559792,0.0421994884910486,0.0681818181818182,0.082345601996257,0.00539927404718693,0.112724167378309,0.112724167378309,0.0410921125206839,0.0617577197149644,0.150795593635251,0.118203309692671,0,0.00935374149659864,0.250287907869482,0.0498783454987835,0.227586206896552,0.170103092783505,0.106451612903226,0.188571428571429,0.106709781729992,0.107142857142857,0.139387539598733,0.0209696762035292,0.106796116504854,0.115819209039548,0.152424942263279,0.0167686885549991,0.113013698630137,0.148816234498309,0.154566744730679,0.0533272561531449,0.084641638225256,0.042320819112628,0.0103453815261044,0.165871559633028,0.0664318067438349,0.158273381294964,0.0210322580645161,0.693670886075949,0.0870138431114041,0.0207007393121183,0.0904109589041096,0.0379746835443038,0.064390243902439,0.162216624685139,0.0188059080507593,0.0095218032441542,0.105011933174224,0.0490238611713666,0.0170073589533933,0,0.00678781400320684,0.225592417061611,0.106822262118492,0.157125748502994,0.017601246105919,0.274428274428274,0.0211912024401991
"Eutriglagurnardus",0.160925237505163,0.15835607641676,0.36031560490941,0.771965811965812,0.0348298676748582,0.0645892351274788,0.0764596273291926,0.142474805881381,0.0806428049671293,0.520802534318902,0.135356132681923,0.753552330022918,0.673095737246681,0.152631578947368,0.767527675276753,0.478379988088148,0.775895765472313,0.774214343271555,0.456998738965952,0.768571428571429,0.366964285714286,0.746540880503145,0.759309718437784,0.767367119901113,0.76901121304791,0.523966005665722,0.523966005665722,0.776412776412776,0.194103194103194,0.744943820224719,0.625491439441978,0.466666666666667,0.8,0.0237888647866956,0.472817133443163,0,0,0.324507042253521,0.324507042253521,0.51401771756123,0.0989725477604752,0.360867018160516,0.395057766367137,0.776243980738363,0.189911436272622,0.261783439490446,0.775182481751825,0.545684210526316,0.545684210526316,0.121243082162622,0.471403812824957,0.504552429667519,0.509504132231405,0.615346225826575,0.388021778584392,0.777455166524338,0.777455166524338,0.538775510204082,0.765795724465558,0.8,0.792434988179669,0,0.349489795918367,0.749328214971209,0.610543390105434,0.75448275862069,0.765979381443299,0.774193548387097,0.473571428571429,0.427647534357316,0.777272727272727,0.772122492080253,0.117046427959568,0.774757281553398,0.584180790960452,0.753810623556582,0.0635132628454832,0.777397260273973,0.769334836527621,0.768149882903981,0.425888787602552,0.760409556313993,0.380204778156997,0.0789718875502008,0.560733944954129,0.496426774031203,0.768345323741007,0.156,0.739240506329114,0.650230718523402,0.157762777242044,0.675068493150685,0.264672036823936,0.481170731707317,0.682115869017632,0.0193051799459122,0.00969033073520118,0.770723945902944,0.23644251626898,0.150711365494685,0,0.480171031533939,0.786729857819905,0.787073608617594,0.525029940119761,0.0286604361370717,0.0931392931392931,0.15835607641676
"Galeusmelastomus",0.117306897976043,0.111013003692406,0.0452367036820573,0.0215384615384615,0.423062381852552,0.462322946175637,0.0417391304347826,0.0226499256566992,0.0398100803506209,0.0505279831045407,0.0225250707122654,0.243239113827349,0.0345213137665968,0.0221710526315789,0.0148831488314883,0.466468135795116,0.0236970684039088,0.195970991136181,0.0585119798234552,0.0144047619047619,0.0442261904761905,0.0264150943396226,0.0225249772933697,0.0149567367119901,0.0176350662589195,0.414730878186969,0.414730878186969,0.186076986076986,0.186076986076986,0.0292134831460674,0.0405833861762841,0.0684848484848485,0.133414436334144,0.8,0.0199341021416804,0,0,0.658028169014085,0.658028169014085,0.409379885356957,0.0222026007384813,0.0448154657293497,0.0397946084724005,0.198394863563403,0.213015017327686,0.201061571125265,0.0146897810218978,0.349473684210526,0.349473684210526,0.21455938697318,0.0202772963604853,0.416572890025575,0.0516012396694215,0.0407985028072364,0.434119782214156,0.0199829205807003,0.0199829205807003,0.0492002206287921,0.0265241488519398,0.0148102815177479,0.0186761229314421,0,0.375056689342404,0.0232245681381958,0.0434712084347121,0.0208620689655172,0.0155927835051546,0.0244354838709677,0.0211428571428571,0.0308003233629749,0.0239448051948052,0.0123548046462513,0.0235566215521672,0.193527508090615,0.454237288135593,0.0214780600461894,0.0255796698200705,0.019777397260274,0.017587373167982,0.017096018735363,0.614038286235187,0.0329351535836178,0.0164675767918089,0.0111084337349398,0.0587155963302752,0.0528434826371414,0.0145083932853717,0.0222903225806452,0.0791139240506329,0.0379696769940672,0.0222275795564127,0.0358219178082192,0.0331127733026467,0.431219512195122,0.0376574307304786,0.0186810900769711,0.00882662734358542,0.0254574383452665,0.597396963123644,0.0226001635322976,0,0.460502405130946,0.0286729857819905,0.175942549371634,0.0604790419161677,0.0238123052959502,0.0251559251559252,0.17762080590785
"Gobiusniger",0.0921933085501859,0.0779579386739445,0.283810637054354,0.259401709401709,0.0174858223062382,0.00571293673276676,0.300621118012422,0.0606641334875269,0.309715120525931,0.256388595564942,0.0643867318076626,0.355080213903743,0.339343116701607,0.0678947368421053,0.595325953259533,0.221560452650387,0.24714983713355,0.0489121676067687,0.0290037831021438,0.578095238095238,0.289047619047619,0.238600628930818,0.275658492279746,0.598269468479604,0.495005096839959,0.0299150141643059,0.0299150141643059,0.395085995085995,0.395085995085995,0.267556179775281,0.192454026632847,0.8,0.232765612327656,0.00874909616775127,0.8,0,0,0.00830985915492958,0.00830985915492958,0.0316310578426264,0.0779579386739445,0.284007029876977,0.310654685494223,0.241974317817014,0.0584328070850982,0.0805467091295117,0.0553832116788321,0.0390526315789474,0.0390526315789474,0.00493827160493827,0.725129982668978,0.0310485933503836,0.250826446280992,0.189332501559576,0.023049001814882,0.41468830059778,0.41468830059778,0.162989520132377,0.23673792557403,0.350673194614443,0.449172576832151,0,0.0344104308390023,0.760076775431862,0.180859691808597,0.757241379310345,0.622680412371134,0.243145161290323,0.684571428571429,0.392562651576395,0.394155844155844,0.509398099260824,0.0396093883844441,0.390291262135922,0.220338983050847,0.350461893764434,0.0108514190317195,0.413013698630137,0.547463359639233,0.355386416861827,0.0587967183226983,0.311262798634812,0.155631399317406,0.0387469879518072,0.206422018348624,0.152742828384499,0.363908872901679,0.0758709677419355,0.718987341772152,0.320105471324984,0.0482160077145612,0.207876712328767,0.138780207134638,0.236878048780488,0.446347607052897,0.0193051799459122,0.00969033073520118,0.239856801909308,0.0511930585683297,0.0403924775143091,0,0.0247995724211652,0.414691943127962,0.051705565529623,0.176646706586826,0.0113901869158878,0.791683991683992,0.0779579386739445
"Halobatrachusdidactylus<0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Halobatrachusdidactylus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Illexcoindetii<0.1",0.183064849235853,0.182372772515653,0.0596727060198714,0.164102564102564,0.421550094517958,0.381114258734655,0.0569565217391304,0.0462580538575913,0.0564645726807889,0.0635691657866948,0.157675494985858,0.197097020626432,0.10356394129979,0.159572368421053,0.0624846248462485,0.143656938653961,0.0876221498371336,0.0887993553585818,0.33984867591425,0.0357142857142857,0.0589285714285714,0.0457547169811321,0.0374205267938238,0.015203955500618,0.0302752293577982,0.328611898016997,0.328611898016997,0.348566748566749,0.348566748566749,0.219101123595506,0.112492073557387,0.205454545454545,0.14014598540146,0.0844540853217643,0.0194398682042834,0,0,0.8,0.8,0.320218863991662,0.0227965965644566,0.0588752196836555,0.0554557124518614,0.357624398073836,0.382749326145553,0.443630573248408,0.296350364963504,0.0494736842105263,0.0494736842105263,0.22716049382716,0.0206239168110919,0.323529411764706,0.128719008264463,0.11166562694947,0.112794918330309,0.205380017079419,0.205380017079419,0.310810810810811,0.230403800475059,0.098531211750306,0.0810874704491726,0,0.426190476190476,0.0445297504798464,0.302919708029197,0.0205172413793103,0.0760309278350515,0.177741935483871,0.0258571428571429,0.044624090541633,0.087987012987013,0.190707497360084,0.189686482782251,0.354045307443366,0.328389830508475,0.0586605080831409,0.188610647375255,0.328082191780822,0.0906426155580609,0.0946135831381733,0.492251595259799,0.270051194539249,0.270051194539249,0.182489959839357,0.321100917431193,0.32637141419225,0.0690647482014389,0.18258064516129,0.643037974683544,0.378839815425181,0.159755705560913,0.263698630136986,0.234608745684695,0.129560975609756,0.233627204030227,0.0142916579987518,0.0132504739835686,0.361495624502784,0.60173535791757,0.185772690106296,0,0.495350080171032,0.210663507109005,0.398384201077199,0.139640718562874,0.0197819314641745,0.0241164241164241,0.182372772515653
"Illexcoindetii",0.183064849235853,0.182372772515653,0.0596727060198714,0.164102564102564,0.421550094517958,0.381114258734655,0.0569565217391304,0.0462580538575913,0.0564645726807889,0.0635691657866948,0.157675494985858,0.197097020626432,0.10356394129979,0.159572368421053,0.0624846248462485,0.143656938653961,0.0876221498371336,0.0887993553585818,0.33984867591425,0.0357142857142857,0.0589285714285714,0.0457547169811321,0.0374205267938238,0.015203955500618,0.0302752293577982,0.328611898016997,0.328611898016997,0.348566748566749,0.348566748566749,0.219101123595506,0.112492073557387,0.205454545454545,0.14014598540146,0.337816341287057,0.0194398682042834,0,0,0.8,0.8,0.320218863991662,0.0227965965644566,0.0588752196836555,0.0554557124518614,0.357624398073836,0.382749326145553,0.443630573248408,0.296350364963504,0.0494736842105263,0.0494736842105263,0.22716049382716,0.0206239168110919,0.323529411764706,0.128719008264463,0.11166562694947,0.112794918330309,0.205380017079419,0.205380017079419,0.310810810810811,0.230403800475059,0.098531211750306,0.0810874704491726,0,0.426190476190476,0.0445297504798464,0.302919708029197,0.0205172413793103,0.0760309278350515,0.177741935483871,0.0258571428571429,0.044624090541633,0.087987012987013,0.190707497360084,0.189686482782251,0.354045307443366,0.328389830508475,0.0586605080831409,0.188610647375255,0.328082191780822,0.0906426155580609,0.0946135831381733,0.492251595259799,0.270051194539249,0.270051194539249,0.182489959839357,0.321100917431193,0.32637141419225,0.0690647482014389,0.18258064516129,0.643037974683544,0.378839815425181,0.159755705560913,0.263698630136986,0.234608745684695,0.129560975609756,0.233627204030227,0.0142916579987518,0.0132504739835686,0.361495624502784,0.60173535791757,0.185772690106296,0,0.495350080171032,0.210663507109005,0.398384201077199,0.139640718562874,0.0197819314641745,0.0241164241164241,0.182372772515653
"Lepidorhombuswhiffiagonis",0.142709624122264,0.154037566222508,0.1,0.8,0.499432892249527,0.310859301227573,0.049472049689441,0.144391210969767,0.0994886778670562,0.1,0.221959372589355,0.8,0.8,0.236710526315789,0.1,0.774270399047052,0.5,0.8,0.483921815889029,0.1,0.1,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.5,0.1,0.8,0.568040491684743,0.1,0,0,0.0865492957746479,0.692394366197183,0.8,0.0308075132445015,0.0978324545987112,0.0992297817715019,0.8,0.295571813631113,0.4,0.8,0.650947368421053,0.650947368421053,0.198212005108557,0.1,0.785268542199488,0.792561983471074,0.494073611977542,0.595281306715064,0.8,0.8,0.777054605626034,0.8,0.8,0.5,0,0.8,0.8,0.775344687753447,0.1,0.8,0.5,0.0998571428571429,0.1,0.8,0.5,0.209833818742505,0.8,0.798870056497175,0.0996535796766744,0.160415507327027,0.8,0.8,0.5,0.8,0.5,0.25,0.0769076305220883,0.427522935779817,0.48288877705083,0.1,0.152822580645161,0.05,0.497363216875412,0.245837351333976,0.5,0.24108170310702,0.742243902439024,0.797984886649874,0.0827127106303308,0.0371603117758584,0.5,0.519305856832972,0.236140637775961,0,0.759380010689471,0.8,0.8,0.793293413173653,0.128660436137072,0.1,0.246460105956012
"Lizaaurata",0.8,0.8,0.8,0.8,0.1,0.1,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.3,0.8,0.8,0.8,0.1,0.1,0.8,0.8,0.8,0.8,0.8,0.8,0.1,0.1,0.8,0.8,0.5,0.8,0.8,0.5,0.1,0.8,0,0,0.1,0.1,0.1,0.8,0.8,0.8,0.5,0.1,0.1,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.8,0.1,0.8,0.8,0.5,0.5,0.8,0.8,0,0.8,0.8,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.8,0.8,0,0.1,0.8,0.5,0.8,0.3,0.8,0.8
"Lizaramada",0.214787277984304,0.219232621608605,0.747165400350672,0.49957264957265,0.0519848771266541,0.0287535410764873,0.798509316770186,0.203138939368908,0.8,0.704118268215417,0.189046027256364,0.498854087089381,0.783787561146052,0.209868421052632,0.799015990159902,0.667063728409768,0.499592833876221,0.0999194198227236,0.0826607818411097,0.799047619047619,0.756666666666667,0.79937106918239,0.799273387829246,0.799011124845488,0.798369011213048,0.0884985835694051,0.0884985835694051,0.8,0.8,0.498595505617978,0.781230183893469,0.8,0.499594484995945,0.0553145336225597,0.798682042833608,0,0,0.0707746478873239,0.0707746478873239,0.0870244919228765,0.219232621608605,0.8,0.799486521181001,0.5,0.163939160569888,0.221072186836518,0.0999087591240876,0.0796842105263158,0.0796842105263158,0.0229459344401873,0.8,0.0857289002557545,0.691322314049587,0.767061759201497,0.0659709618874773,0.79931682322801,0.79931682322801,0.44015444015444,0.499604117181314,0.499388004895961,0.799054373522459,0,0.0921768707482993,0.798464491362764,0.467558799675588,0.798620689655173,0.798969072164949,0.5,0.797714285714286,0.785125303152789,0.799350649350649,0.8,0.180777796813432,0.8,0.485169491525424,0.498267898383372,0.0805972917826006,0.8,0.799098083427283,0.799063231850117,0.432543299908842,0.799317406143345,0.399658703071672,0.109429718875502,0.65908256880734,0.675993960744842,0.499400479616307,0.217161290322581,0.79493670886076,0.787870797626895,0.136612021857924,0.795616438356164,0.362715765247411,0.65990243902439,0.796977329974811,0.050925733305596,0.0211502001263956,0.8,0.425596529284165,0.130253475061325,0,0.0824692677712453,0.498815165876777,0.0998204667863555,0.45688622754491,0.0597741433021807,0.798336798336798,0.219232621608605
"Lizasaliens",0.19727385377943,0.200096323647455,0.707890122735243,0.499145299145299,0.0460775047258979,0.0218130311614731,0.771180124223602,0.18371055674872,0.78772826880935,0.653009503695882,0.171560812548213,0.498090145148969,0.770929419986024,0.190657894736842,0.798031980319803,0.609410363311495,0.499185667752443,0.0998388396454472,0.0752206809583859,0.798095238095238,0.721428571428572,0.79748427672956,0.796366939146231,0.798022249690977,0.797553516819572,0.0820963172804533,0.0820963172804533,0.8,0.8,0.497893258426966,0.751807228915663,0.8,0.49918896999189,0.0448300795372379,0.797364085667216,0,0,0.0608450704225352,0.0608450704225352,0.0805627931214174,0.200096323647455,0.729701230228471,0.8,0.8,0.149980747015787,0.205015923566879,0.0998175182481752,0.0767368421052632,0.0767368421052632,0.0205619412515964,0.8,0.0791304347826087,0.638842975206612,0.742108546475359,0.0605716878402904,0.798633646456021,0.798633646456021,0.415057915057915,0.498416468725257,0.498776009791922,0.798108747044917,0,0.0868480725623583,0.796928982725528,0.44728304947283,0.797241379310345,0.797938144329897,0.5,0.795428571428571,0.772837510105093,0.798701298701299,0.8,0.160630460853178,0.8,0.458333333333333,0.495958429561201,0.0667779632721202,0.8,0.798196166854566,0.798126463700234,0.389243391066545,0.798634812286689,0.399317406143345,0.099855421686747,0.64,0.62405636638148,0.498800959232614,0.197935483870968,0.79493670886076,0.767831245880026,0.124638379942141,0.781369863013699,0.333716915995397,0.607219512195122,0.790931989924433,0.0316205533596838,0.0133979355382347,0.8,0.362689804772234,0.11807031888798,0,0.0753073222875468,0.497630331753554,0.099640933572711,0.420958083832335,0.045268691588785,0.796673596673597,0.200096323647455
"Loligovulgaris",0.156959933911607,0.160025686305988,0.364114552893045,0.788376068376068,0.175567107750473,0.056657223796034,0.0773913043478261,0.14273913761771,0.0810080350620891,0.526293558606125,0.138647467215222,0.745607333842628,0.680922431865828,0.150526315789474,0.796063960639606,0.472185824895771,0.796091205211726,0.793553585817889,0.466582597730139,0.796190476190476,0.370833333333333,0.757861635220126,0.774568574023615,0.796044499381953,0.79184505606524,0.524419263456091,0.524419263456091,0.799344799344799,0.799344799344799,0.774157303370786,0.632086239695625,0.5,0.784428223844282,0.178741865509761,0.49670510708402,0,0,0.313802816901408,0.313802816901408,0.519437206878583,0.100016053941243,0.364967779730521,0.39987163029525,0.8,0.191913746630728,0.264543524416136,0.796350364963504,0.536421052631579,0.536421052631579,0.116475095785441,0.5,0.509872122762148,0.514876033057851,0.621834061135371,0.38983666061706,0.797267292912041,0.797267292912041,0.540540540540541,0.768962787015044,0.796083231334149,0.796217494089835,0,0.565079365079365,0.793857965451056,0.606001622060016,0.79448275862069,0.795876288659794,0.796774193548387,0.494285714285714,0.436540016168149,0.796753246753247,0.8,0.117868768202844,0.797411003236246,0.587570621468927,0.779676674364896,0.0605453533667223,0.8,0.793686583990981,0.796252927400468,0.41130355515041,0.747440273037543,0.373720136518771,0.0798072289156627,0.537247706422018,0.501660795168596,0.796163069544365,0.157677419354839,0.764556962025317,0.65708635464733,0.15930568948891,0.682191780821918,0.267433831990794,0.486243902439024,0.706297229219144,0.0188059080507593,0.0095218032441542,0.790453460620525,0.227765726681128,0.148094848732625,0,0.471619454836986,0.792417061611374,0.76983842010772,0.527904191616766,0.0264797507788162,0.0991683991683992,0.160025686305988
"Lophiusbudegassa",0.327467988434531,0.333536683255739,0.8,0.8,0.688468809073724,0.566949952785647,0.05,0.320370064430861,0.1,0.5,0.315968115196709,0.8,0.8,0.323552631578947,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.8,0.8,0.1,0,0,0.05,0.1,0.8,0.208460427034837,0.0997656707674282,0.1,0.8,0.4,0.4,0.8,0.780631578947368,0.780631578947368,0.315368241805023,0.1,0.8,0.8,0.798003742981909,0.799637023593466,0.8,0.8,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.302621209525441,0.8,0.8,0.797228637413395,0.261027638657021,0.8,0.8,0.8,0.8,0.8,0.4,0.166618473895582,0.8,0.8,0.8,0.331870967741936,0.5,0.79789057350033,0.333011893281903,0.8,0.522439585730725,0.796878048780488,0.798992443324937,0.0122217599334304,0.00234885190646724,0.8,0.797830802603037,0.324840556009812,0,0.8,0.8,0.8,0.8,0.00292834890965732,0.1,0.333536683255739
