"","Alosaalosa","Alosafallax","Anguillaanguilla","Argyrosomusregius","Aristaeomorphafoliacea","Aristeusantennatus","Atherinaboyeri","Auxisrocheirochei","Belonebelone","Boopsboops","Caranxcrysos","Chelidonichthyslucerna","Corisjulis","Coryphaenahippurus","Crangoncrangon","Crystallogobiuslinearis","Dentexdentex","Dentexgibbosus","Dentexmaroccanus","Dicentrarchuslabrax","Diplodusannularis","Diploduscervinus","Diploduspuntazzo","Diplodussargussargus","Diplodusvulgaris","Eledonecirrhosa<0.5","Eledonecirrhosa","Engraulisencrasicolus<0.1","Engraulisencrasicolus","Epinephelusaeneus","Epinephelusmarginatus","Etrumeusteres","Eutriglagurnardus","Galeusmelastomus","Gobiusniger","Halobatrachusdidactylus<0.5","Halobatrachusdidactylus","Illexcoindetii<0.1","Illexcoindetii","Lepidorhombuswhiffiagonis","Lizaaurata","Lizaramada","Lizasaliens","Loligovulgaris","Lophiusbudegassa","Lophiuspiscatorius","Merlangiusmerlangus","Merlucciusmerluccius<0.80","Merlucciusmerluccius","Micromesistiuspoutassou","Mugilcephalus","Mullusbarbatusbarbatus","Mullussurmuletus","Mustelusmustelus","Nephropsnorvegicus","Octopusvulgaris<0.5","Octopusvulgaris","Pagellusacarne","Pagelluserythrinus","Pagruspagrus","Palaemonserratus","Palinuruselephas","Parapenaeuslongirostris","Penaeuskerathurus","Phycisphycis","Platichthysflesusflesus","Pleuronectesplatessa","Pomatomussaltatrix","Pomatoschistusmarmoratus","Pomatoschistusminutus","Rhinobatosrhinobatos","Sardasarda","Sardinapilchardus","Sardinellaaurita","Sauridaundosquamis","Sciaenaumbra","Scomberjaponicus","Scomberscombrus","Scophthalmusmaximus","Scorpaenanotata","Scyliorhinuscanicula","Sepiaofficinalis<0.3","Sepiaofficinalis","Serioladumerili","Serranusatricauda","Soleasolea","Sparusaurata","Sphyraenasphyraena","Sphyraenaviridensis","Spicaramaena","Spicarasmaris","Spondyliosomacantharus","Sprattussprattus","Squillamantis","Stephanolepisdiaspros","Thunnusalalunga","Thunnusthynnus","Trachurusmediterraneus","Trachuruspicturatus","Trachurustrachurus","Trachyrincusscabrus","Triglalyra","Trisopterusluscus","Trisopterusminutus","Upeneusmoluccensis","Xiphiasgladius","Zosterisessorophiocephalus","Zosteuphausiids"
"Pagruspagrus",0.118628665840562,0.104928559961471,0.23874926943308,0.558632478632479,0.0245746691871456,0.0285646836638338,0.0506211180124224,0.0893441268792334,0.0531044558071585,0.345089757127772,0.0938030341990229,0.499312452253629,0.456743535988819,0.0989473684210526,0.766543665436654,0.293031566408577,0.532247557003257,0.526672038678485,0.314249684741488,0.765714285714286,0.389047619047619,0.513836477987421,0.590735694822888,0.766378244746601,0.648318042813456,0.336770538243626,0.336770538243626,0.532678132678133,0.532678132678133,0.567415730337079,0.414457831325301,0.746666666666667,0.530089213300892,0.00874909616775127,0.471993410214168,0,0,0.0566901408450704,0.0566901408450704,0.340594059405941,0.104928559961471,0.239015817223199,0.261553273427471,0.52199036918138,0.125837504813246,0.173460721868365,0.596350364963504,0.4,0.4,0.0476798637718178,0.467071057192374,0.334322250639386,0.337603305785124,0.407735495945103,0.258076225045372,0.558155422715628,0.558155422715628,0.358301158301158,0.517498020585907,0.8,0.615602836879433,0,0.0463151927437642,0.747792706333973,0.40551500405515,0.751724137931035,0.764948453608247,0.524516129032258,0.699428571428572,0.5232012934519,0.530519480519481,0.686800422386484,0.0631831420250129,0.52621359223301,0.405649717514124,0.654041570438799,0.0173622704507513,0.556849315068493,0.712514092446449,0.705386416861827,0.123245214220602,0.476450511945393,0.238225255972696,0.0522409638554217,0.400733944954128,0.328938097634625,0.766426858513189,0.10258064516129,0.708860759493671,0.43085036255768,0.104275152684024,0.447671232876712,0.178135788262371,0.318829268292683,0.524937027707809,0.0193051799459122,0.00969033073520118,0.517422434367542,0.0607375271149675,0.0964186426819297,0,0.302298236237306,0.782938388625592,0.538599640933573,0.356407185628743,0.0182242990654206,0.464656964656965,0.104928559961471
"Palaemonserratus",0.00174308137133416,0.00135816342912185,0.00494447691408533,0.00701709401709402,0.00252362948960302,0.000571293673276676,0.00524223602484472,0.00115645134643978,0.00599707815924032,0.00446673706441394,0.000910259706865518,0.00644003055767762,0.00591194968553459,0.00126973684210526,0.00772447724477245,0.00478260869565217,0.00688925081433225,0.00681708299758259,0.00344892812105927,0.00776190476190476,0.00503571428571429,0.00665094339622642,0.00732970027247956,0.00771322620519159,0.00769622833843017,0.00462322946175637,0.00462322946175637,0.0068959868959869,0.0068959868959869,0.00533707865168539,0.00536461636017755,0.00757575757575758,0.00679643146796431,0.00114244396240058,0.00782537067545305,0,0,0.00241549295774648,0.00241549295774648,0.00440854611776967,0.00135816342912185,0.0049502050380785,0.00541720154043646,0.00675762439807384,0.00162880246438198,0.00224522292993631,0.00753649635036496,0.00584210526315789,0.00584210526315789,0.0011749680715198,0.00741767764298094,0.00432736572890026,0.0043698347107438,0.00527760449157829,0.00357078039927405,0.00721605465414176,0.00721605465414176,0.00466629895201324,0.00669041963578781,0.00796817625458996,0.01,0,0.00479591836734694,0.00723608445297505,0.00646390916463909,0.00736206896551724,0.0076159793814433,0.00679032258064516,0.00768571428571429,0.0065642683912692,0.00686688311688312,0.00786694825765575,0.000794928901833134,0.00681229773462783,0.0042090395480226,0.00736720554272517,0.000393248005935819,0.00720890410958904,0.00753100338218715,0.00772833723653396,0.00318140382862352,0.00681740614334471,0.00340870307167236,0.000676305220883534,0.00623853211009174,0.00425767488676397,0.00775779376498801,0.00132741935483871,0.00740506329113924,0.00557679630850363,0.00134844101575056,0.00579452054794521,0.00230437284234753,0.00412682926829268,0.00535264483627204,0.000241314749323903,0.000121129134190015,0.00669848846459825,0.00174078091106291,0.00127882256745707,0,0.00427044361304115,0.00997630331753555,0.0089048473967684,0.00383233532934132,0.000235591900311526,0.00715176715176715,0.108653074329748
"Palinuruselephas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parapenaeuslongirostris",0.0263527467988435,0.0283191523519024,0.1,0.1,0.110207939508507,0.0315391879131256,0.0970186335403727,0.0263340492317859,0.0987582176771366,0.0931362196409715,0.025533556184109,0.3,0.0995108315863033,0.0270888157894737,0.1,0.265693865396069,0.1,0.1,0.0884615384615385,0.1,0.0998809523809524,0.1,0.1,0.1,0.1,0.188781869688385,0.188781869688385,0.1,0.1,0.1,0.0998731769181991,0.1,0.1,0.17939262472885,0.1,0,0,0.0756338028169014,0.0756338028169014,0.183845752996352,0.0283191523519024,0.0952548330404218,0.0983311938382542,0.1,0.10188679245283,0.140445859872611,0.1,0.237473684210526,0.237473684210526,0.0221796509152831,0.1,0.180460358056266,0.0911157024793389,0.098565190268247,0.136297640653358,0.1,0.1,0.0922228350799779,0.1,0.1,0.1,0,0.1,0.1,0.0940794809407948,0.1,0.1,0.1,0.0995714285714286,0.0999191592562652,0.1,0.1,0.0235737536405688,0.1,0.0995762711864407,0.0993071593533487,0.0171767761083287,0.1,0.1,0.1,0.293436645396536,0.1,0.1,0.0282730923694779,0.0825688073394495,0.0887770508303976,0.1,0.0280645161290323,0.0993670886075949,0.0988793671720501,0.0282385085181614,0.1,0.044620253164557,0.086,0.0997481108312343,0.0071562304971916,0.00310722561617864,0.1,0.0565075921908894,0.026982829108749,0,0.17327632282202,0.1,0.1,0.0974850299401198,0.0130646417445483,0.1,0.226553218815219
"Penaeuskerathurus",0.0796365138372573,0.0669128270990528,0.243600233781414,0.356239316239316,0.0161625708884688,0.00571293673276676,0.161180124223602,0.0522055179249959,0.163988312636961,0.220063357972545,0.0641810233993314,0.302521008403361,0.291264849755416,0.0568421052631579,0.512669126691267,0.172960095294818,0.339413680781759,0.335858178887994,0.210340479192938,0.496190476190476,0.248095238095238,0.327672955974843,0.378564940962761,0.515203955500618,0.424872579001019,0.202606232294618,0.202606232294618,0.338738738738739,0.338738738738739,0.402247191011236,0.26429930247305,0.79030303030303,0.316626115166261,0.00874909616775127,0.652388797364086,0,0,0.00816901408450704,0.00816901408450704,0.217196456487754,0.0669128270990528,0.243702401874634,0.266495507060334,0.331942215088283,0.0802464381979207,0.110615711252654,0.38029197080292,0.266105263157895,0.266105263157895,0.0395061728395062,0.704332755632582,0.213196930946292,0.215289256198347,0.260012476606363,0.16442831215971,0.355935098206661,0.355935098206661,0.222835079977937,0.3243072050673,0.476866585067319,0.356501182033097,0,0.0295351473922903,0.8,0.237469586374696,0.71448275862069,0.537113402061856,0.333548387096774,0.565714285714286,0.336944219886823,0.338311688311688,0.43674762407603,0.038238821312318,0.33462783171521,0.307344632768362,0.480369515011547,0.0173622704507513,0.354109589041096,0.469898534385569,0.488056206088993,0.092616226071103,0.252559726962457,0.126279863481229,0.0332208835341365,0.289174311926606,0.209763462506291,0.499760191846523,0.0647741935483871,0.69873417721519,0.27475280158207,0.0660880745740919,0.285479452054795,0.117606444188723,0.203317073170732,0.413098236775819,0.0193051799459122,0.00969033073520118,0.32903739061257,0.0507592190889371,0.0533769419460343,0,0.161624799572421,0.568720379146919,0.34326750448833,0.245269461077844,0.0182242990654206,0.471933471933472,0.0669128270990528
"Phycisphycis",0.231970260223048,0.15835607641676,0.327878433664524,0.590769230769231,0.0446597353497164,0.103871576959396,0.070248447204969,0.14710061126714,0.0785975164353543,0.503484688489968,0.139058884031885,0.608097784568373,0.574703004891684,0.149210526315789,0.593357933579336,0.553186420488386,0.600651465798046,0.600805801772764,0.414123581336696,0.596190476190476,0.336309523809524,0.587421383647799,0.576930063578565,0.592336217552534,0.595310907237513,0.528045325779037,0.528045325779037,0.6001638001638,0.6001638001638,0.50561797752809,0.549904882688649,0.372727272727273,0.610543390105434,0.0387563268257411,0.367380560131796,0,0,0.263028169014084,0.263028169014084,0.498176133402814,0.0989725477604752,0.337727006444054,0.35397946084724,0.599678972712681,0.189911436272622,0.25307855626327,0.616058394160584,0.663578947368421,0.663578947368421,0.19855257556407,0.361351819757366,0.493503836317136,0.494628099173554,0.544479101684342,0.441016333938294,0.609393680614859,0.609393680614859,0.54142305570877,0.601741884402217,0.611995104039168,0.753664302600473,0,0.0657596371882086,0.561996161228407,0.8,0.566896551724138,0.58659793814433,0.599354838709677,0.356428571428571,0.346806790622474,0.603246753246753,0.609926082365364,0.121158129175947,0.599352750809062,0.340112994350283,0.565357967667437,0.0920051938415878,0.60958904109589,0.574520856820744,0.583606557377049,0.507566089334549,0.64778156996587,0.323890784982935,0.0789718875502008,0.732477064220184,0.487569199798692,0.59568345323741,0.156129032258065,0.59746835443038,0.569017798286091,0.157634201221472,0.578630136986301,0.259838895281933,0.480390243902439,0.431234256926952,0.0447680465987102,0.0202232989256372,0.598886237072395,0.318438177874187,0.153982011447261,0,0.50026723677178,0.8,0.8,0.337245508982036,0.070404984423676,0.0667359667359667,0.15835607641676
"Platichthysflesusflesus",0.0859149111937216,0.0744902873655482,0.271186440677966,0.396581196581197,0.0170132325141777,0.00571293673276676,0.287204968944099,0.058285147860565,0.29218407596786,0.244984160506864,0.0664438158909745,0.338579067990833,0.324248777078966,0.0643421052631579,0.567773677736777,0.197260273972603,0.37785016286645,0.0467365028203062,0.028499369482976,0.55047619047619,0.276190476190476,0.364779874213837,0.421435059037239,0.570580964153276,0.472986748216106,0.028328611898017,0.028328611898017,0.377395577395577,0.377395577395577,0.424719101123596,0.29422954977806,0.8,0.354906731549067,0.00874909616775127,0.723558484349259,0,0,0.00838028169014085,0.00838028169014085,0.0302240750390829,0.0744902873655482,0.271353251318102,0.296790757381258,0.369823434991974,0.0893338467462457,0.123142250530786,0.264598540145985,0.18,0.18,0.0246913580246914,0.736221837088388,0.148337595907928,0.239669421487603,0.289457267623207,0.0225045372050817,0.396242527754056,0.396242527754056,0.248869277440706,0.361678543151227,0.533659730722154,0.403782505910166,0,0.0328798185941043,0.795393474088292,0.266666666666667,0.8,0.594845360824742,0.371612903225806,0.632,0.375101050929669,0.376623376623377,0.485744456177402,0.0407058420421449,0.372815533980583,0.343502824858757,0.534872979214781,0.0175106659246893,0.394520547945205,0.523111612175874,0.543325526932084,0.0948040109389243,0.292832764505119,0.14641638225256,0.0370120481927711,0.314128440366973,0.233517866129844,0.554436450839329,0.0723870967741936,0.708860759493671,0.305866842452208,0.0736740597878496,0.317808219178082,0.130955120828539,0.226341463414634,0.449370277078086,0.0193051799459122,0.00969033073520118,0.366587112171838,0.0516268980477224,0.0609648405560098,0,0.0233564938535543,0.621800947867299,0.23967684021544,0.271137724550898,0.0182242990654206,0.78004158004158,0.0744902873655482
"Pleuronectesplatessa",0.10970673275506,0.0996628672339059,0.362828755113968,0.530598290598291,0.0233931947069943,0.0285646836638338,0.240372670807453,0.0827358334710061,0.248721694667641,0.327771911298838,0.0901002828490615,0.458365164247517,0.43382250174703,0.09,0.763591635916359,0.264443120905301,0.505537459283388,0.500241740531829,0.304161412358134,0.739047619047619,0.36952380952381,0.488050314465409,0.563851044504995,0.767367119901113,0.629561671763507,0.313201133144476,0.313201133144476,0.505814905814906,0.505814905814906,0.566292134831461,0.393658845909956,0.8,0.482076236820762,0.00874909616775127,0.796046128500824,0,0,0.0415492957746479,0.0415492957746479,0.323501823866597,0.0996628672339059,0.363210310486233,0.397432605905006,0.495666131621188,0.119522525991529,0.164755838641189,0.566423357664234,0.371368421052632,0.371368421052632,0.0398467432950192,0.787521663778163,0.317544757033248,0.320661157024793,0.387273861509669,0.243194192377495,0.530145175064048,0.530145175064048,0.335355763927193,0.485827395091053,0.7265605875153,0.55886524822695,0,0.0439909297052154,0.8,0.369180859691809,0.795862068965517,0.8,0.498064516129032,0.716571428571429,0.499919159256265,0.503896103896104,0.652164730728617,0.0593455542230598,0.499676375404531,0.393220338983051,0.654965357967667,0.0173622704507513,0.528767123287671,0.69988726042841,0.702576112412178,0.092616226071103,0.426621160409556,0.213310580204778,0.0496064257028112,0.36697247706422,0.312430800201309,0.744364508393285,0.0976774193548387,0.724050632911392,0.409228740936058,0.0988749598199936,0.425205479452055,0.171231300345224,0.302829268292683,0.530982367758186,0.0193051799459122,0.00969033073520118,0.491328560063644,0.0507592190889371,0.0866067048242028,0,0.270657402458578,0.758293838862559,0.488330341113106,0.338203592814371,0.0182242990654206,0.5,0.0996628672339059
"Pomatomussaltatrix",0.154977282114829,0.159255097126345,0.579777907656341,0.786324786324786,0.0348771266540643,0.00679886685552408,0.385093167701863,0.141946142408723,0.402483564645727,0.523759239704329,0.138441758806891,0.741940412528648,0.677568134171908,0.149736842105263,0.796063960639606,0.470279928528886,0.797394136807818,0.496776792908944,0.290983606557377,0.796190476190476,0.59047619047619,0.754716981132076,0.773841961852861,0.796044499381953,0.790214067278288,0.326345609065156,0.326345609065156,0.8,0.8,0.774157303370786,0.629042485732403,0.8,0.778588807785888,0.0219088937093276,0.49670510708402,0,0,0.0388028169014085,0.0388028169014085,0.323084940072955,0.159255097126345,0.363210310486233,0.397946084724005,0.792937399678973,0.0477474008471313,0.0658174097664544,0.795620437956204,0.530526315789474,0.530526315789474,0.113750532141337,0.5,0.507416879795397,0.512396694214876,0.618839675608235,0.0485480943738657,0.797267292912041,0.797267292912041,0.538334252619967,0.766429136975455,0.796083231334149,0.796217494089835,0,0.0702947845804989,0.793857965451056,0.602757502027575,0.79448275862069,0.795876288659794,0.8,0.790857142857143,0.696523848019402,0.794805194805195,0.8,0.117046427959568,0.8,0.587570621468927,0.778752886836028,0.0596549805230941,0.8,0.792784667418264,0.795316159250586,0.406927985414768,0.743344709897611,0.371672354948805,0.079421686746988,0.531376146788991,0.499245093105184,0.796163069544365,0.156903225806452,0.764556962025317,0.653922214897825,0.158534233365477,0.679452054794521,0.26536248561565,0.48390243902439,0.706297229219144,0.0188059080507593,0.0047609016220771,0.789180588703262,0.225162689804772,0.147309893704007,0,0.293158738642437,0.792417061611374,0.764093357271095,0.527904191616766,0.02601246105919,0.495841995841996,0.159255097126345
"Pomatoschistusmarmoratus",0.0484097480380008,0.0449510354792101,0.162945645821157,0.237948717948718,0.00905009451795841,0.00297450424929178,0.173167701863354,0.00445233768379316,0.178232286340394,0.147624076029567,0.0341475957829776,0.204736440030558,0.194828791055206,0.0399342105263158,0.116974169741697,0.131268612269208,0.226384364820847,0.0280419016921837,0.0168032786885246,0.305714285714286,0.165952380952381,0.218867924528302,0.252134423251589,0.313473423980223,0.280530071355759,0.0174220963172805,0.0174220963172805,0.226371826371826,0.226371826371826,0.140449438202247,0.176791376030438,0.4,0.134428223844282,0.00535068691250904,0.394728171334432,0,0,0.00637323943661972,0.00637323943661972,0.0182126107347577,0.0449510354792101,0.163561804335091,0.178690629011553,0.13884430176565,0.0134770889487871,0.0185509554140127,0.155109489051095,0.101052631578947,0.101052631578947,0.0144742443593018,0.3736568457539,0.089386189258312,0.144421487603306,0.173923892701185,0.0127949183303085,0.236720751494449,0.236720751494449,0.0943188086045229,0.13618368962787,0.299632802937576,0.254373522458629,0,0.0197562358276644,0.380038387715931,0.10117599351176,0.381379310344828,0.32319587628866,0.223225806451613,0.05,0.0280113177041229,0.225974025974026,0.277085533262936,0.0237108103477814,0.223948220064725,0.133827683615819,0.319168591224019,0.0116490447041365,0.235616438356164,0.306651634723788,0.317564402810304,0.0437556973564266,0.186006825938567,0.0930034129692833,0.0223614457831325,0.171743119266055,0.140714645193759,0.307913669064748,0.0439354838709677,0.359493670886076,0.184311140408701,0.0445515911282546,0.190958904109589,0.0798619102416571,0.136585365853659,0.26095717884131,0.00990222592053256,0.00061617863914051,0.220206841686555,0.0379609544468547,0.0383319705641864,0,0.0148583645109567,0.337440758293839,0.141382405745063,0.173892215568862,0.00950155763239875,0.394178794178794,0.0899020709584203
"Pomatoschistusminutus",0.0717059066501446,0.0794349012682614,0.288720046756283,0.361025641025641,0.0165170132325142,0.00679886685552408,0.298136645962733,0.0707748224021147,0.312929145361578,0.261246040126716,0.06047827204937,0.333384262796028,0.334591194968553,0.0744078947368421,0.148708487084871,0.238237045860631,0.349511400651466,0.043593875906527,0.0291929382093317,0.396666666666667,0.294285714285714,0.35314465408805,0.390917347865577,0.397033374536465,0.398369011213048,0.0325495750708215,0.0325495750708215,0.34954954954955,0.34954954954955,0.204002808988764,0.308941027266963,0.4,0.214517437145174,0.0137744034707158,0.4,0,0,0.0194366197183099,0.0194366197183099,0.0322303282959875,0.0794349012682614,0.284475688342121,0.306803594351733,0.21669341894061,0.023815941470928,0.0328290870488323,0.22992700729927,0.154736842105263,0.154736842105263,0.0341634738186462,0.4,0.158184143222506,0.255578512396694,0.303680598877105,0.0232985480943739,0.356618274978651,0.356618274978651,0.164782129067843,0.214568487727633,0.396083231334149,0.383924349881797,0,0.0350340136054422,0.4,0.173965936739659,0.4,0.398453608247423,0.34741935483871,0.0495,0.05,0.349025974025974,0.0485216473072862,0.0583861572725715,0.347572815533981,0.188912429378531,0.393071593533487,0.0319050268966797,0.358219178082192,0.397745208568207,0.399063231850117,0.128076572470374,0.327645051194539,0.16382252559727,0.0396144578313253,0.260550458715596,0.249018621036739,0.396642685851319,0.078258064516129,0.387341772151899,0.313249835201055,0.0790742526518804,0.316438356164384,0.134177215189873,0.241365853658537,0.364231738035264,0.0133139172040774,0.000742574257425743,0.345902943516309,0.113449023861171,0.0734587080948487,0,0.0292357028327098,0.394312796208531,0.219928186714542,0.271137724550898,0.0206386292834891,0.4,0.158869802536523
"Rhinobatosrhinobatos",0.155638166047088,0.15822764488682,0.5760374050263,0.783589743589744,0.0347353497164461,0.0321057601510859,0.611180124223603,0.140888815463407,0.639883126369613,0.520380147835269,0.137824633581898,0.737051184110008,0.674772886093641,0.148552631578947,0.8,0.466944609886837,0.796091205211726,0.791619661563255,0.459520807061791,0.8,0.586666666666667,0.752830188679245,0.7716621253406,0.8,0.794291539245668,0.518526912181303,0.518526912181303,0.797379197379197,0.797379197379197,0.774157303370786,0.624984147114775,0.8,0.776642335766423,0.0213304410701374,0.8,0,0,0.190845070422535,0.190845070422535,0.513600833767587,0.15822764488682,0.576918570591681,0.631578947368421,0.787800963081862,0.189757412398922,0.261571125265393,0.799270072992701,0.537263157894737,0.537263157894737,0.114431673052363,0.8,0.504143222506394,0.509090909090909,0.614847161572052,0.387295825771325,0.8,0.8,0.535686707115279,0.761995249406176,0.8,0.8,0,0.0698412698412698,0.8,0.602757502027575,0.8,0.8,0.789677419354839,0.795428571428571,0.695230396119644,0.8,0.8,0.115949974301867,0.792233009708738,0.578531073446328,0.781524249422633,0.0584678167315897,0.8,0.796392333709132,0.8,0.401093892433911,0.737883959044369,0.368941979522184,0.0789076305220884,0.543119266055046,0.496024157020634,0.8,0.0194838709677419,0.759493670886076,0.649703361898484,0.1575056252009,0.675068493150685,0.264441887226697,0.480780487804878,0.69823677581864,0.00241314749323903,0.0024225826838003,0.78090692124105,0.221691973969631,0.146263286999182,0,0.465633351149118,0.8,0.774147217235189,0.520239520958084,0.02601246105919,0.8,0.15822764488682
"Sardasarda",0.127550598926064,0.121624658853749,0.442781998831093,0.647521367521368,0.0274574669187146,0.00552407932011331,0.47055900621118,0.104278869981827,0.493791088385683,0.4,0.107791205965544,0.562872421695951,0.52941998602376,0.111973684210526,0.796063960639606,0.341155449672424,0.616938110749186,0.610475423045931,0.222257250945776,0.796190476190476,0.450952380952381,0.59559748427673,0.66630336058129,0.796044499381953,0.724159021406728,0.243626062322946,0.243626062322946,0.620475020475021,0.620475020475021,0.635955056179775,0.480405833861763,0.8,0.593025141930251,0.00845986984815618,0.794728171334432,0,0,0.018169014084507,0.018169014084507,0.246743095362168,0.121624658853749,0.44381956649092,0.486264441591784,0.608025682182986,0.145860608394301,0.201061571125265,0.691240875912409,0.442947368421053,0.442947368421053,0.0694763729246488,0.8,0.387519181585678,0.391322314049587,0.472613849033063,0.186252268602541,0.646968403074295,0.646968403074295,0.410810810810811,0.594140934283452,0.796083231334149,0.704491725768322,0,0.0536848072562358,0.793857965451056,0.468450932684509,0.793103448275862,0.795876288659794,0.610967741935484,0.749714285714286,0.594341147938561,0.614935064935065,0.1,0.0775740962823368,0.61294498381877,0.433898305084746,0.713163972286374,0.0173622704507513,0.648630136986301,0.752198421645998,0.758782201405152,0.193254329990884,0.543344709897611,0.271672354948805,0.0605943775100402,0.431559633027523,0.381278309008556,0.796163069544365,0.119096774193548,0.739240506329114,0.499406723796968,0.120861459337834,0.518904109589041,0.205753739930955,0.369560975609756,0.585390428211587,0.0188059080507593,0.0095218032441542,0.602704852824185,0.0997830802603037,0.10897792313982,0,0.214858364510957,0.790521327014218,0.616157989228007,0.388023952095808,0.0022196261682243,0.793347193347193,0.121624658853749
"Sardinapilchardus",0.7454770755886,0.749654840263285,0.618585622443016,0.536068376068376,0.0912098298676749,0.0996694995278565,0.380124223602484,0.767619362299686,0.362308254200146,0.636114044350581,0.790948830033428,0.565317035905271,0.584206848357792,0.756578947368421,0.452644526445264,0.617986896962478,0.548534201954397,0.551168412570508,0.680453972257251,0.456190476190476,0.616190476190476,0.557232704402516,0.520254314259764,0.450927070457355,0.486850152905199,0.637733711048159,0.637733711048159,0.547092547092547,0.547092547092547,0.665168539325843,0.603170577045022,0.741818181818182,0.554095701540957,0.0994215473608098,0.380889621087315,0,0,0.0974647887323944,0.0974647887323944,0.638249088066701,0.749654840263285,0.618160515524312,0.601797175866496,0.552166934189406,0.340084713130535,0.317622080679406,0.518978102189781,0.605473684210526,0.605473684210526,0.795572584078331,0.400693240901213,0.640818414322251,0.639669421487603,0.607361197754211,0.678402903811252,0.536976942783945,0.536976942783945,0.629674572531715,0.555502771179731,0.45140758873929,0.438770685579196,0,0.0780045351473923,0.428406909788868,0.573560421735604,0.409655172413793,0.44639175257732,0.550967741935484,0.395428571428571,0.551010509296685,0.549350649350649,0.478141499472017,0.8,0.550161812297735,0.646327683615819,0.45635103926097,0.798367649786682,0.536301369863014,0.46358511837655,0.452459016393443,0.766453965360073,0.564505119453925,0.282252559726962,0.468835341365462,0.656146788990826,0.643381982888777,0.454676258992806,0.751741935483871,0.779746835443038,0.596440342781806,0.750498232079717,0.588493150684932,0.710011507479862,0.648585365853659,0.585390428211587,0.799001456209694,0.599241626290289,0.554335719968178,0.786550976138829,0.756958299264105,0,0.652057723142704,0.358293838862559,0.525673249551167,0.674491017964072,0.799065420560748,0.275467775467775,0.749654840263285
"Sardinellaaurita",0.154646840148699,0.158741371006582,0.577907656341321,0.784957264957265,0.277882797731569,0.0528800755429651,0.61416149068323,0.141549644804229,0.64163623082542,0.522069693769799,0.138441758806891,0.739495798319328,0.675331935709294,0.149210526315789,0.796063960639606,0.468374032162001,0.797394136807818,0.7941982272361,0.463556116015132,0.796190476190476,0.588571428571429,0.752201257861635,0.772388737511353,0.796044499381953,0.790214067278288,0.520339943342776,0.520339943342776,0.8,0.8,0.774157303370786,0.627013316423589,0.8,0.776642335766423,0.17295733911786,0.794728171334432,0,0,0.308169014084507,0.308169014084507,0.515268368942157,0.158741371006582,0.579261862917399,0.634659820282413,0.791011235955056,0.190373507893724,0.262420382165605,0.795620437956204,0.530526315789474,0.530526315789474,0.112728820774798,0.8,0.505780051150895,0.510743801652893,0.616843418590144,0.386932849364791,0.797267292912041,0.797267292912041,0.536569222283508,0.765162311955661,0.796083231334149,0.796217494089835,0,0.560544217687075,0.793857965451056,0.60081103000811,0.79448275862069,0.795876288659794,0.79741935483871,0.790857142857143,0.694583670169766,0.794805194805195,0.8,0.116498201130718,0.8,0.585310734463277,0.778752886836028,0.0590613986273419,0.8,0.792784667418264,0.795316159250586,0.404010938924339,0.74061433447099,0.370307167235495,0.0791646586345382,0.531376146788991,0.497634625062909,0.796163069544365,0.156387096774194,0.764556962025317,0.651812788398154,0.158019929283189,0.677260273972603,0.264441887226697,0.482341463414634,0.703274559193955,0.0188059080507593,0.0095218032441542,0.786634844868735,0.223427331887202,0.146786590351594,0,0.467343666488509,0.792417061611374,0.764093357271095,0.525988023952096,0.02601246105919,0.793347193347193,0.158741371006582
